Stock,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,Cap Ex as a % of Sales,Cap Spending USD Mil,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,EBT Margin,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Fixed Assets Turnover,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Margin %,Net PP&E,Net PP&E YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Return on Assets %,Return on Assets % YOY,Return on Equity %,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,Shares Mil,Shares Mil YOY,Total Assets,Total Assets YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital Ratio,P/E Ratio,P/B Ratio,D/E Ratio,Working Capital Ratio YOY,P/E Ratio YOY,P/B Ratio YOY,D/E Ratio YOY
HIW,0.14,0.14,0.875,0.875,16.35,1.03875476493,76.82,-465.0,0.11,0.5,14.14,1.0,0.840336134454,2.86,2.86,0.17,-3.92,0.787148594378,-176.0,2.17283950617,-1.81,2.47945205479,-29.05,1.1969898061,1.01331351579,40.8321198636,97.0,0.873873873874,15.64,83.73,0.963188772576,289.0,1.08239700375,149.0,1.11194029851,24.67,24.7,2.23,0.802158273381,6.17,100.0,605.0,1.0881294964,1.0,97.0,1.04301075269,100.0,1.0,64.36,100.0,1.0,1.03907006781,35.64,0.936416184971,1.55376009944,40.8321198636,2.49737736169,1.80583613917,0.962399005591,1.20584308379,0.975507935079,1.10962420822
HK,0.11,0.11,0.578947368421,0.578947368421,131.24,0.217587373168,121.8,-670.0,0.23,0.338235294118,-347.74,-634.43,-6.36850030114,65.99,65.99,0.13,-130.78,0.292533440701,-203.0,0.225806451613,0.11,-0.0385964912281,-36.94,0.138235939639,0.193140964395,63.9968642727,-1.923,-0.00608544303797,-364.72,83.15,0.994498265758,467.0,0.699101796407,-2.745,0.0473275862069,-498.75,-498.7,-40.57,-8.45208333333,-219.99,100.0,550.0,479.094076655,1.0,3.0,1.0,100.0,1.0,98.48,100.0,1.0,1.35909467292,1.52,0.0551924473493,1.01543460601,-0.100873010849,0.487632309301,64.7894736842,0.735783915517,-0.0303275426336,0.887647851909,24.6246495344
HKN,1.04,1.04,1.05050505051,1.05050505051,2.59,1.24519230769,7.7,-11.0,4.36,0.436,2.93,0.25,1.38888888889,3.2,3.2,2.99,-0.78,-2.05263157895,-11.0,-1.83333333333,-2.83,-1.24669603524,-7.46,0.83980252732,0.69564392142,2.86826086957,4.0,1.33333333333,2.64,35.37,1.02492031295,0.0,0.0,3.0,1.0,2.16,2.2,2.75,1.48648648649,9.35,100.0,146.0,0.993197278912,1.0,15.0,1.0,100.0,1.0,68.7,100.0,1.0,0.949813355454,31.3,1.13118901337,1.45560407569,11.4730434783,1.10743662918,2.19488817891,1.05283842795,0.500863623422,0.55866384423,0.839659282602
HL,0.2,0.2,0.909090909091,0.909090909091,3.71,0.984084880637,30.99,-137.0,6.99,0.754045307443,-6.91,-0.23,-4.6,1.66,1.66,0.24,-0.06,0.428571428571,-31.0,0.794871794872,0.36,-0.162895927602,-6.99,2.93990003533,0.750447098461,1.95228536364,-87.0,-4.83333333333,-19.73,85.37,1.05434111399,106.0,1.27710843373,-36.0,-1.63636363636,-8.03,-8.0,-3.9,-5.06493506494,-6.4,100.0,444.0,0.88622754491,1.0,374.0,1.04761904762,100.0,1.0,39.74,100.0,1.0,1.03922594142,60.26,0.975712435233,2.51635631605,-8.48819723322,0.526222469984,0.659475605709,0.962254655262,-0.163140673578,0.762583709217,1.0650944929
HLF,1.84,1.84,0.89756097561,0.89756097561,-1.41,0.309210526316,1.77,-79.0,35.91,1.32119205298,10.88,3.97,1.16764705882,2.42,2.42,12.66,5.45,1.16204690832,550.0,1.63204747774,1.62,1.48623853211,12.3,0.887847180417,1.39394112878,55.0904546818,339.0,1.10064935065,7.59,13.69,0.886658031088,629.0,1.23091976517,584.0,1.13618677043,13.06,13.1,13.98,1.0981932443,8.47,100.0,4.469,0.901189755999,1.0,85.0,0.944444444444,100.0,1.0,102.16,100.0,1.0,0.895511921459,-2.16,0.153409090909,0.97885669538,13.8766888367,-39.0712444552,-47.2962962963,1.11667971809,1.19380348561,4.50806492712,5.83741104359
HLIT,0.75,0.75,0.9375,0.9375,4.73,1.09237875289,3.81,-14.0,29.11,1.3334860284,-4.26,-0.18,0.36,1.6,1.6,13.9,0.19,0.542857142857,-8.0,-0.216216216216,0.51,-0.62962962963,-2.12,1.13507007878,0.642367399741,4.51409090909,-16.0,0.347826086957,-4.15,5.15,0.909893992933,6.0,0.127659574468,-13.0,0.590909090909,-3.43,-3.4,-3.12,0.366627497062,-4.47,100.0,377.0,0.86866359447,1.0,88.0,0.94623655914,100.0,1.0,37.49,100.0,1.0,1.65738284704,62.51,0.807831481003,2.66737796746,-25.0782828283,0.954353257736,0.599744040953,0.603360896238,1.78435388817,0.588044575237,2.05164429218
HLS,0.78,0.78,0.975,0.975,6.99,1.365234375,5.02,-157.0,1.34,0.683673469388,12.7,1.91,0.834061135371,7.53,7.53,2.67,2.88,0.982935153584,328.0,1.27626459144,1.79,1.54310344828,10.54,1.22962262003,0.89436257087,33.7427903182,183.0,0.824324324324,5.83,28.44,0.950852557673,485.0,1.09234234234,547.0,1.17130620985,17.55,17.5,4.53,0.623966942149,33.47,100.0,3.115,1.31213142376,1.0,101.0,1.0,100.0,1.0,86.73,100.0,1.0,1.0070831398,13.27,0.956051873199,1.15300357431,17.6663823655,4.82729475225,6.53579502638,0.992966678202,1.07229857973,0.655098192111,1.05337708971
HLX,0.67,0.67,0.991228070175,0.991228070175,11.4,1.01806008565,3.58,-18.0,8.2,0.967768595041,7.88,0.975,0.986486486486,2.42,2.42,5.32,0.86,0.931348063406,13.0,0.942102478173,0.89,0.831168831169,5.37,1.89035973194,0.245634821141,5.37136363636,16.0,1.0,5.4,13.73,1.00252016129,33.0,1.01095113902,22.0,1.00697713303,9.09,9.1,2.45,0.934959349593,8.47,100.0,25.0,1.02803738318,1.0,46.0,1.0,100.0,1.0,60.82,100.0,1.0,1.00709379574,39.9,0.984635213248,1.64419598816,5.50909090909,0.471172248804,1.52431077694,0.992956171739,0.248999681705,0.241277331862,1.0228090385
HMN,0.1,0.1,0.909090909091,0.909090909091,32.22,1.02383222116,3.58,-18.0,4.7,1.11638954869,11.98,2.2,0.890688259109,7.95,7.95,38.13,5.09,0.973231357553,207.0,0.932432432432,2.21,1.03755868545,19.16,1.29539488329,1.08029043803,32.6709498636,93.0,0.894230769231,8.65,0.25,0.78125,207.0,0.932432432432,129.0,0.883561643836,11.98,12.0,0.94,0.839285714286,7.19,100.0,1.08,1.01790763431,1.0,42.0,1.0,100.0,1.0,87.43,100.0,1.0,1.01285912882,12.57,0.918859649123,1.14377216059,14.8504317562,1.01399596101,6.9554494829,0.98730412902,1.21287153724,1.05514401257,1.10230014974
HMNF,0.05,0.05,1.25,1.25,15.33,1.06089965398,2.91,-1.0,6.19,0.766089108911,16.55,0.61,0.49593495935,9.23,9.23,3.82,1.94,0.491139240506,10.0,0.625,3.39,1.51339285714,36.29,1.4474576379,0.921750135599,11.5868181818,3.0,0.428571428571,10.32,1.16,0.95867768595,11.0,0.647058823529,5.0,0.416666666667,16.55,16.5,0.47,0.510869565217,4.2,100.0,28.0,1.03703703704,1.0,5.0,1.0,100.0,1.0,89.17,100.0,1.0,1.02683095348,10.83,0.822948328267,1.12145340361,18.9947839046,0.755826365414,8.23361034164,0.973870135694,1.85861092916,0.868838190437,1.24774656951
HMSY,0.55,0.55,1.1,1.1,6.4,1.06135986733,2.49,-12.0,16.97,1.12309728657,8.39,0.28,1.75,1.64,1.64,4.46,0.51,0.548387096774,59.0,0.808219178082,2.4,0.461538461538,12.42,1.45120104694,0.587203775273,12.6486363636,25.0,1.78571428571,5.17,11.25,0.854214123007,71.0,0.717171717172,48.0,1.41176470588,10.03,10.0,2.82,1.77358490566,4.64,100.0,474.0,1.06997742664,1.0,88.0,1.0,100.0,1.0,38.85,100.0,1.0,0.983793365409,61.15,1.01057676417,2.574002574,45.1737012986,1.97634943181,0.635322976288,1.01647361647,0.335545014442,0.553256057015,0.973496918086
HNI,1.84,1.84,0.983957219251,0.983957219251,10.31,1.03618090452,4.99,-115.0,2.6,0.866666666667,6.82,2.32,1.71851851852,2.65,2.65,7.07,0.86,0.774774774775,58.0,1.05454545455,0.55,0.611111111111,2.53,1.44653481814,0.801659561426,37.8734321818,105.0,1.72131147541,4.58,26.99,1.07572738143,173.0,1.02976190476,164.0,1.45132743363,7.1,7.1,8.42,1.62548262548,23.65,100.0,2.304,1.03643724696,1.0,45.0,0.978260869565,100.0,1.0,62.26,100.0,1.0,0.935537190083,37.74,1.12825112108,1.60616768391,16.3247552508,3.67346577903,1.64970853206,1.06890459364,0.46648293445,0.773667568982,0.829192342559
HNR,0.67,0.67,0.991228070175,0.991228070175,8.49,0.310647639956,3.58,-1.0,16.24,5.61937716263,7.88,-8.72,0.473913043478,1.3,1.3,5.32,-2.55,0.569196428571,-25.0,0.568181818182,0.26,1.13043478261,5.37,2.44358725363,1.26941514861,2.40727272727,-99.0,0.512953367876,5.4,65.84,2.75481171548,-24.0,0.615384615385,-212.0,0.471111111111,9.09,9.1,-71.47,1.77830306046,-131.0,100.0,25.0,1.02803738318,1.0,11.0,1.0,100.0,1.0,23.07,100.0,1.0,0.460203470975,76.93,1.54261078805,4.33463372345,-0.276063386155,0.283542135132,0.299883010529,2.17295188557,2.67858242367,4.08635053139,0.298327662778
HNZ,0.6,0.6,0.967741935484,0.967741935484,13.214256,0.768882808855,4.76,-6.75729,4.35,0.988636363636,-7.32,-0.7883505,-0.955968020838,1.31,1.31,0.93,0.2853078,0.104906843946,3.00324,0.114109198678,-0.32,-0.130081300813,2.35,1.14133949008,0.56168782629,10.753313913,-10.51134,-0.99845548843,-7.29,65.33,1.02125996561,9.76053,0.292780180818,3.00324,0.180172418965,1.92,1.9,-4.37,-1.1875,-5.6,100.0,141.90309,0.777643216951,1.0,13.0,1.0,100.0,1.0,23.71,100.0,1.0,1.16168544831,76.29,0.958537504712,4.21762969211,-13.6402703024,0.813766125993,0.310787783458,0.86081822016,-0.587559221696,0.730524625887,1.21193531041
HOFT,1.49,1.49,1.01360544218,1.01360544218,13.0,1.04417670683,1.23,-3.0,22.64,1.47395833333,7.94,1.16,1.56756756757,1.19,1.19,10.49,0.78,3.25,20.0,10.0,1.57,6.03846153846,8.09,1.62436663735,1.11579703296,16.98055965,13.0,1.625,5.15,13.37,0.875,23.0,3.83333333333,19.0,1.46153846154,7.8,7.8,7.71,1.51473477407,9.06,100.0,244.0,1.0701754386,1.0,11.0,1.0,100.0,1.0,16.31,100.0,1.0,1.22631578947,83.69,0.965282583622,6.13120784795,14.6384134914,1.30619689615,0.194885888398,0.815450643779,0.711801555508,1.06859023541,1.27042154316
HOG,0.61,0.61,0.924242424242,0.924242424242,13.85,0.893548387097,4.34,-260.0,7.68,0.758893280632,19.18,3.69,0.951030927835,5.43,5.43,6.57,4.53,1.10218978102,840.0,0.919037199125,1.12,1.03703703704,14.01,1.32781595928,0.709907760097,44.5953402727,752.0,0.889940828402,12.55,9.43,1.01725997843,1.1,0.959023539669,1.156,0.902419984387,19.28,19.3,7.71,0.864349775785,31.68,100.0,5.995,0.962433777492,1.0,204.0,0.935779816514,100.0,1.0,81.59,100.0,1.0,1.17446379732,18.41,0.603013429414,1.22564039711,12.0854580685,3.21988016409,4.43183052689,0.851452383872,0.7464612762,0.794481608773,1.94765778013
HOLX,0.34,0.34,1.1724137931,1.1724137931,7.92,1.08344733242,3.3,-89.0,6.41,0.732571428571,6.55,0.45,7.5,3.69,3.69,5.89,2.1,1.53284671533,697.0,1.6285046729,5.29,0.213737373737,25.76,0.958443395703,1.60796785563,39.8423806667,131.0,7.70588235294,4.87,5.96,1.08561020036,786.0,1.54724409449,455.0,1.63082437276,16.82,16.8,1.64,8.2,6.35,100.0,2.705,1.06916996047,1.0,290.0,1.04316546763,100.0,1.0,72.89,100.0,1.0,0.96568627451,27.11,1.10562805873,1.37193030594,88.5386237038,5.03060361953,2.6886757654,1.03553299492,0.214395714084,1.48412184655,0.873427792362
HOMB,0.05,0.05,1.0,1.0,7.78,1.09732016925,2.5,-11.0,2.75,1.80921052632,51.87,1.01,1.18823529412,7.74,7.74,2.01,1.37,1.04580152672,195.0,0.795918367347,1.41,0.649769585253,46.18,1.35605848531,1.32361024052,20.2583812273,138.0,1.22123893805,32.81,2.28,0.817204301075,205.0,0.836734693878,218.0,1.23163841808,51.87,51.9,1.66,1.04402515723,12.48,100.0,421.0,1.16298342541,1.0,137.0,1.03007518797,100.0,1.0,87.08,100.0,1.0,1.00915517441,12.92,0.942377826404,1.14836931557,20.0578031953,2.60390504207,6.7399380805,0.990927882409,1.11392941034,1.20622064336,1.07086048306
HON,0.81,0.81,0.910112359551,0.910112359551,23.04,0.951672862454,2.78,-1.073,15.33,1.00130633573,17.07,6.04,1.13320825516,2.7,2.7,6.91,5.24,1.0826446281,4.381,1.11475826972,0.92,0.989247311828,11.36,1.15281183302,1.05737400436,100.620641273,4.768,1.12479358339,12.36,11.74,0.991554054054,5.454,1.08558917197,6.828,1.17098267879,17.7,17.7,10.06,1.07824222937,26.53,100.0,38.581,0.957202401628,1.0,789.0,0.992452830189,100.0,1.0,62.93,100.0,1.0,1.02910874898,37.07,0.954182754183,1.58906721754,16.6590465684,4.36721533303,1.69759913677,0.971714603526,0.933080040271,1.11106877802,1.07852373612
HOS,0.16,0.16,0.727272727273,0.727272727273,40.17,1.04148301789,21.69,-103.0,8.71,1.37598736177,22.39,1.84,0.763485477178,2.06,2.06,0.19,3.98,1.67932489451,113.0,1.15306122449,1.68,1.51351351351,23.64,0.752178577971,0.42437081027,9.92545454545,67.0,0.752808988764,14.04,86.27,1.02507129278,216.0,1.32515337423,144.0,0.852071005917,30.15,30.2,2.26,0.733766233766,4.74,100.0,476.0,0.749606299213,1.0,36.0,0.972972972973,100.0,1.0,51.54,100.0,1.0,0.970621468927,48.46,1.03326226013,1.94024058983,5.3942687747,0.247086247086,1.06355757326,1.0302677532,0.55583350693,0.407467815586,0.939375709711
HOT,0.68,0.68,0.985507246377,0.985507246377,7.41,0.595659163987,4.53,-261.0,12.68,1.17407407407,11.61,2.88,0.847058823529,6.38,6.38,2.41,4.28,1.30487804878,629.0,0.943028485757,1.29,1.22857142857,10.91,1.13224806129,0.888754805359,68.0504614091,489.0,0.772511848341,8.49,25.93,0.852399737015,890.0,0.8953722334,740.0,0.83805209513,12.84,12.8,5.78,0.795048143054,34.67,100.0,5.763,0.963229149256,1.0,170.0,0.913978494624,100.0,1.0,84.33,100.0,1.0,1.02354654691,15.67,0.88983532084,1.18581762125,23.6286324337,9.18359803092,5.38162093172,0.976995138149,1.04922442299,1.49205260171,1.15026513664
HOV,0.88,0.88,0.862745098039,0.862745098039,-1.96,0.494949494949,0.1,-2.0,9.43,0.824300699301,-1.01,-0.11,-0.0588235294118,2.42,2.42,46.57,-1.64,1.30158730159,-323.0,1.66494845361,20.04,-31.8095238095,-15.01,0.754179491822,0.590524020783,2.15181818182,-16.0,-0.0521172638436,-0.75,1.75,0.857843137255,-321.0,1.68062827225,72.0,0.685714285714,3.35,3.3,-0.66,-0.0435069215557,8.47,100.0,2.148,1.04120213282,1.0,147.0,0.907407407407,100.0,1.0,104.92,100.0,1.0,0.997907551836,-4.92,0.95719844358,0.953107129241,-19.5619834711,-1.0978664193,-21.325203252,1.00209683568,-10.0389083533,1.1930995522,1.04252943423
HP,0.46,0.46,0.80701754386,0.80701754386,46.6,1.04648551538,35.85,-1.133,10.68,1.98882681564,20.93,3.85,0.597826086957,1.46,1.46,0.59,1.52,0.748768472906,285.0,1.71686746988,0.68,2.95652173913,9.02,1.25489125235,0.515476577305,46.7802532381,420.0,0.594059405941,13.34,77.84,1.00842077989,1.419,1.26809651475,672.0,638.176638177,21.25,21.3,6.09,0.558203483043,8.63,100.0,3.162,0.850914962325,1.0,109.0,1.0,100.0,1.0,31.52,100.0,1.0,1.15712187959,68.48,0.941176470588,3.17258883249,12.1507151268,1.00386809524,0.460280373832,0.864213197969,0.862251729309,0.492578798014,1.22944199706
HPQ,0.98,0.98,0.915887850467,0.915887850467,14.99,0.967096774194,7.0,-3.603,16.31,1.11255115962,6.86,2.48,0.946564885496,3.85,3.85,9.22,1.61,0.358574610245,2.887,0.340448113208,0.63,0.372781065089,5.61,1.19354746207,0.830944577294,12.2021338636,4.554,0.908438061041,4.41,10.38,0.94449499545,6.49,0.526230438661,3.92,0.921052631579,7.62,7.6,4.34,0.904166666667,16.71,100.0,51.463,0.908421740128,1.0,1.836,0.960251046025,100.0,1.0,74.02,100.0,1.0,0.998920377868,25.98,1.00308880309,1.35098621994,4.92021526758,0.814018269753,2.84911470362,1.00108078898,0.877852738916,0.85921554023,0.995844410575
HPT,0.31,0.31,1.06896551724,1.06896551724,17.79,0.979625550661,32.81,-631.0,0.21,1.05,8.74,0.97,0.822033898305,2.53,2.53,0.33,-0.72,-0.818181818182,-100.0,-0.564971751412,-0.6,-0.666666666667,-5.19,1.23952755476,0.907103958156,24.2251110909,166.0,0.842639593909,7.58,94.43,0.995676929566,531.0,1.14935064935,336.0,0.991150442478,17.48,17.5,2.35,0.796610169492,5.56,100.0,1.922,1.10714285714,1.0,151.0,1.00666666667,100.0,1.0,56.11,100.0,1.0,1.12175129948,43.89,0.878151260504,1.78221350918,24.9743413308,1.36172631202,1.27842333105,0.891463197291,1.1034872893,0.92597008882,1.27740100132
HR,0.13,0.13,1.18181818182,1.18181818182,12.1,0.980551053485,62.79,-221.0,0.15,1.15384615385,16.72,0.7,2.12121212121,2.27,2.27,0.14,-0.05,-0.3125,-61.0,3.58823529412,-0.87,1.61111111111,-17.22,1.1238944923,1.06681031235,26.2371044545,69.0,2.15625,19.73,92.98,1.00247978437,160.0,1.28,59.0,1.73529411765,16.72,16.7,2.49,2.14655172414,5.64,100.0,352.0,1.16943521595,1.0,100.0,1.03092783505,100.0,1.0,55.88,100.0,1.0,1.00287150036,44.12,0.996386630533,1.78954903364,37.4815777921,2.16835574004,1.26654578422,0.997136721545,0.502924861537,1.08797018631,1.00650838703
HRB,0.67,0.67,1.01515151515,1.01515151515,4.16,1.664,4.0,-123.0,54.19,0.974991003958,24.13,1.71,0.994186046512,2.46,2.46,9.99,2.03,1.02010050251,503.0,0.758672699849,1.06,0.762589928058,16.35,0.771829151593,1.13873594962,30.123709619,474.0,0.997894736842,15.39,6.9,1.06153846154,627.0,0.774074074074,795.0,0.971882640587,25.81,25.8,10.29,1.0,27.95,100.0,3.079,1.01818783069,1.0,277.0,1.00362318841,100.0,1.0,59.41,100.0,1.0,0.888839018552,40.59,1.22406513872,1.68321831342,17.6162044556,7.24127635072,1.46366100025,1.12506312069,1.14539522418,0.684336508185,0.726137025258
HRC,0.64,0.64,0.633663366337,0.633663366337,11.64,0.804979253112,6.1,-121.0,4.33,0.763668430335,3.27,0.82,0.788461538462,3.89,3.89,6.21,1.37,0.474048442907,93.0,0.632653061224,1.94,0.795081967213,4.65,1.13116960856,1.25842979397,52.724816,48.0,0.786885245902,2.4,8.49,0.569034852547,214.0,1.01904761905,83.0,0.680327868852,4.18,4.2,1.54,0.424242424242,4.88,100.0,1.988,1.17912218268,1.0,59.0,1.0,100.0,1.0,74.27,100.0,1.0,1.37613488975,25.73,0.558983271779,1.34643866972,64.2985560976,4.5296233677,2.88651379712,0.726672950049,1.59605729967,1.56330711519,2.4618534386
HRG,0.19,0.19,0.904761904762,0.904761904762,4.17,0.550131926121,2.47,-116.0,3.7,0.844748858447,-6.52,-2.81,5.50980392157,55.11,55.11,6.76,0.9,0.276923076923,167.0,0.328094302554,-0.3,0.00606183067286,3.55,1.24130591388,0.964868532033,12.529047619,-556.0,55.6,-9.57,2.51,0.831125827815,284.0,0.467874794069,45.0,0.105386416862,0.97,1.0,-1.78,6.13793103448,-54.9,100.0,4.709,1.01618472162,1.0,198.0,1.21472392638,100.0,1.0,98.19,100.0,1.0,1.03129923327,1.81,0.377870563674,1.01843364905,-4.45873580747,3.00456777434,54.2486187845,0.969650677262,0.17511848802,1.7538857249,2.72923940739
HRL,1.6,1.6,0.888888888889,0.888888888889,7.44,1.09896602659,1.56,-144.0,5.66,0.923327895595,11.41,1.27,1.13392857143,1.54,1.54,9.2,1.66,1.97619047619,848.0,1.44217687075,1.24,1.26530612245,9.15,1.1641324771,1.29480877975,32.2911135455,686.0,1.13764510779,7.41,16.48,0.897603485839,992.0,1.32797858099,1.067,0.00114484978541,11.52,11.5,11.83,1.01807228916,18.05,100.0,9.264,0.994418205238,1.0,541.0,1.00185185185,100.0,1.0,34.88,100.0,1.0,1.02860513123,65.12,0.985323044333,2.86697247706,25.4260736579,4.34020343353,0.535626535627,0.972190366972,1.14187860891,1.17820637619,1.04392679857
HRP,0.79,0.79,0.840425531915,0.840425531915,0.3303321,0.851461365763,7.86,-3.97392,5.39,2.03396226415,0.14,-0.0049674,-0.0369891320131,2.89,2.89,1.22,-0.049674,1.04031933787,2.98044,-0.52563503387,-8.21,12.2537313433,5.79,0.505552135349,0.517792207792,1.73347826087,-0.24837,-0.0286984644929,-0.71,65.46,1.0415274463,6.70599,0.936287404081,1.24185,0.297234096534,2.44,2.4,-0.55,-0.0448247758761,-1.62,100.0,49.42563,0.739369815128,1.0,64.0,0.984615384615,100.0,1.0,65.4,100.0,1.0,0.990909090909,34.6,1.01764705882,1.52905198777,-348.970942721,5.24768334918,1.8901734104,1.00917431193,-13.9984957638,0.608121787567,0.973725696272
HRS,0.56,0.56,0.549019607843,0.549019607843,17.65,1.03701527615,2.91,-148.0,5.7,0.500878734622,9.38,3.11,0.628282828283,3.86,3.86,5.37,5.85,1.07933579336,706.0,1.10832025118,2.11,1.7731092437,13.89,1.0635532238,1.05881113663,75.7649127273,334.0,0.624299065421,6.57,8.87,0.600541638456,854.0,1.00588928151,759.0,0.860544217687,14.93,14.9,3.7,0.338517840805,12.79,100.0,5.083,1.0141660016,1.0,106.0,0.990654205607,100.0,1.0,74.13,100.0,1.0,1.17722725107,25.87,0.69862273832,1.34898151895,24.3617082724,4.29262961628,2.86548125242,0.849453662486,1.68524602132,1.02101787792,1.68506861643
HRT,1.51,1.51,0.986928104575,0.986928104575,2.57,1.0,5.53,-1.0,2.03,1.46043165468,-3.68,-0.15,-0.652173913043,1.94,1.94,3.02,-0.12,0.571428571429,0.0,0.942102478173,-0.65,-1.71052631579,1.31,0.703318497881,0.72691776296,5.50045454545,-0.0,-0.0,-2.0,49.51,0.981367690783,1.0,0.5,-1.0,-1.0,-2.42,-2.4,-3.01,-0.718377088305,-6.08,100.0,21.0,0.875,1.0,3.0,1.0,100.0,1.0,48.57,100.0,1.0,0.933499903902,51.43,1.07212841359,2.05888408483,-36.6696969697,2.14025468695,0.944390433599,1.07123738933,-1.11460723654,0.72691776296,0.870697849315
HRZ,1.23,1.23,1.05128205128,1.05128205128,0.2899764,0.91599890703,3.84,-0.15971716,6.63,0.924686192469,6.86,0.3774296,1.95929614147,2.28,2.28,7.96,0.0126577,0.391510776235,0.19193676,0.00164149134837,0.89,0.839622641509,4.61,1.54145820651,1.35385579296,4.60352173913,0.21667681,0.00196154711748,5.21,15.57,1.02366863905,0.35165392,1.15814174285,0.32530289,1.52741206061,7.82,7.8,6.38,2.16271186441,14.95,100.0,4.1620819,0.940879675527,1.0,574.0,1.0017452007,100.0,1.0,56.05,100.0,1.0,0.956647892132,43.95,1.0613378411,1.78412132025,12.1970341996,15.8755048312,1.27531285552,1.04531668153,0.690990894283,1.47801027116,0.901360391655
HSC,0.79,0.79,0.897727272727,0.897727272727,2.87,0.428358208955,7.17,-124.0,3.85,1.38489208633,2.02,0.08,-0.296296296296,7.63,7.63,2.8,-0.43,-3.58333333333,-2.0,-0.111111111111,-0.33,0.407407407407,-0.12,1.64335159737,0.502464132922,8.62494036364,6.0,-0.272727272727,0.36,27.23,0.929351535836,122.0,0.53982300885,89.0,1.28985507246,5.14,5.1,0.29,-0.27619047619,2.11,100.0,1.723,0.833978702807,1.0,80.0,0.987654320988,100.0,1.0,86.89,100.0,1.0,1.00882387089,13.11,0.945205479452,1.15088042352,107.811754546,3.00520570162,6.62776506484,0.991253308784,-1.69581644861,1.17299989219,1.06730641413
HSIC,1.68,1.68,0.954545454545,0.954545454545,35.67,1.06318926975,0.67,-72.0,1.11,0.760273972603,6.78,5.69,1.04595588235,2.26,2.26,33.75,5.79,0.976391231029,515.0,1.00980392157,1.08,0.981818181818,4.85,0.970301881976,1.15053170853,156.485908455,479.0,1.02789699571,4.51,4.9,0.966469428008,587.0,0.989881956155,734.0,1.02657342657,6.9,6.9,7.58,0.957070707071,16.82,100.0,10.63,1.02497348375,1.0,84.0,0.976744186047,100.0,1.0,55.66,100.0,1.0,1.02750599963,44.34,0.967488544621,1.79662234998,27.5019171274,4.387045373,1.25529995489,0.973230326986,1.09998110623,1.08215135467,1.06203427973
HSII,0.96,0.96,1.05494505495,1.05494505495,13.82,1.01393983859,3.0,-16.0,33.25,0.894779332616,5.75,0.92,2.48648648649,2.25,2.25,16.39,1.3,0.483271375465,41.0,0.77358490566,2.4,0.30534351145,7.51,0.853735825653,1.33718100853,27.4297422727,17.0,2.42857142857,3.12,6.37,1.19065420561,58.0,1.01754385965,34.0,1.25925925926,6.21,6.2,3.0,2.47933884298,6.86,100.0,548.0,1.06822612086,1.0,19.0,1.05555555556,100.0,1.0,55.51,100.0,1.0,0.974201474201,44.49,1.03417015342,1.80147721131,29.8149372529,1.98478598211,1.24769611149,1.02648171501,0.537779318647,1.31879718859,0.942012753877
HSKA,1.01,1.01,1.07446808511,1.07446808511,8.93,1.10383189122,3.61,-4.0,6.28,1.03801652893,8.06,0.74,1.80487804878,1.73,1.73,6.87,-0.19,-1.11764705882,-2.0,-0.666666666667,-0.31,-0.234848484848,-1.58,1.93598612421,2.16442890651,35.9777270909,5.0,1.66666666667,5.01,15.51,1.11985559567,2.0,0.333333333333,9.0,3.0,8.18,8.2,5.07,1.85714285714,8.98,100.0,105.0,1.16666666667,1.0,7.0,1.16666666667,100.0,1.0,42.1,100.0,1.0,0.932653965441,57.9,1.05541378053,2.37529691211,48.6185501228,4.02886081645,0.727115716753,1.07220902613,1.19921061036,1.9608320105,0.883685605254
HSNI,2.66,2.66,1.02702702703,1.02702702703,1.98,0.189292543021,1.64,-61.0,4.77,0.427036705461,7.28,3.16,0.978328173375,9.15,9.15,18.19,2.76,1.21585903084,143.0,1.57142857143,0.84,1.58490566038,3.87,0.725322189676,0.803098566032,49.2487075909,169.0,0.976878612717,4.59,15.79,1.16617429838,204.0,1.46762589928,284.0,0.99649122807,7.7,7.7,12.2,0.97678142514,45.2,100.0,3.691,1.02870680045,1.0,54.0,1.0,100.0,1.0,89.07,100.0,1.0,1.53727994477,10.93,0.259866856871,1.12271247334,15.5850340478,24.8730846419,8.14913083257,0.650499607051,0.82088872414,4.24263181853,5.91564450842
