Stock,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,Cap Ex as a % of Sales,Cap Spending USD Mil,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,EBT Margin,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Fixed Assets Turnover,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Margin %,Net PP&E,Net PP&E YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Return on Assets %,Return on Assets % YOY,Return on Equity %,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,Shares Mil,Shares Mil YOY,Total Assets,Total Assets YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital Ratio,P/E Ratio,P/B Ratio,D/E Ratio,Working Capital Ratio YOY,P/E Ratio YOY,P/B Ratio YOY,D/E Ratio YOY
A,0.44,0.44,0.676923076923,0.676923076923,12.36,0.73440285205,2.43,-98.0,26.78,0.957796852647,11.89,1.2,0.740740740741,1.79,1.79,4.74,0.9,0.416666666667,393.0,0.776679841897,0.98,1.0652173913,9.73,1.27665917018,0.939855232557,35.5563387727,401.0,0.730418943534,9.93,8.08,0.794493608653,491.0,0.690576652602,522.0,1.24582338902,12.93,12.9,4.38,0.935897435897,8.47,100.0,4.038,0.997529644269,1.0,335.0,0.991124260355,100.0,1.0,44.28,100.0,1.0,0.866875489428,55.72,1.13900245298,2.25835591689,29.6302823106,2.87672643792,0.794687724336,1.15356820235,1.26880456395,1.27975433365,0.761083075071
AAI,0.38,0.38,0.974358974359,0.974358974359,11.4,1.01806008565,27.02,-18.0,8.04,1.16353111433,15.23,1.0280142,3.88290748096,1.61,1.61,0.58,0.86,0.931348063406,5.84464597,0.468110148149,0.5,0.121654501217,6.42,3.84615384615,4.33333333333,0.13,11.79796944,3.88436807737,12.96,64.53,0.984289200732,33.0,1.01095113902,22.0,1.00697713303,20.22,20.2,4.88,4.3963963964,7.71,100.0,25.0,1.02803738318,1.0,11.5,1.0,100.0,1.0,60.82,100.0,1.0,1.00709379574,100.0,1.54607297464,1.64419598816,0.126457397184,0.0114035087719,0.6082,0.992956171739,1.11600221086,4.25646127808,0.651388267086
AAME,0.53,0.53,1.01923076923,1.01923076923,5.05,1.01814516129,0.19,-0.0,4.97,0.961315280464,3.44,0.19,1.0,3.07,3.07,5.32,0.21,-4.2,2.0,inf,0.43,6.14285714286,1.14,0.816833228994,1.23838999994,4.76637481818,4.0,1.0,2.4,13.73,1.00252016129,2.0,0.5,6.0,1.2,3.44,3.4,1.26,1.008,3.86,100.0,166.0,1.0,1.0,21.0,1.0,100.0,1.0,67.42,100.0,1.0,1.00431997617,32.58,0.991177365379,1.48323939484,25.0861832536,0.943836597659,2.06936771025,0.995698605751,1.23838999994,1.21631968311,1.01325959536
AAN,1.24,1.24,0.976377952756,0.976377952756,18.5,1.11647555824,1.9,-61.0,1.4,1.38613861386,6.7,1.86,1.72222222222,1.95,1.95,14.63,1.72,172.0,106.0,-1.09278350515,0.78,-0.634146341463,3.34,1.4070909602,0.803533231512,22.8488205909,136.0,1.74358974359,4.27,8.49,0.998823529412,167.0,-3.40816326531,236.0,1.68571428571,7.42,7.4,5.31,1.45479452055,10.48,100.0,3.18,1.17996289425,1.0,73.0,1.0,100.0,1.0,48.6,100.0,1.0,0.96812749004,51.4,1.03212851406,2.05761316872,12.2843121456,1.23507138329,0.945525291829,1.0329218107,0.466567682814,0.719705170061,0.937991225755
AAON,1.54,1.54,0.968553459119,0.968553459119,3.74,1.12990936556,5.85,-21.0,8.74,0.509027373326,19.89,0.84,1.05,1.3,1.3,3.72,0.62,0.911764705882,32.0,0.888888888889,0.7,0.853658536585,8.91,1.41295876509,1.10011439703,23.3350252273,46.0,1.04545454545,12.75,43.4,1.1006847578,53.0,1.01923076923,71.0,1.04411764706,19.88,19.9,19.63,0.996952767902,25.91,100.0,359.0,1.00842696629,1.0,54.0,0.981818181818,100.0,1.0,23.16,100.0,1.0,0.914330833004,76.84,1.02906120262,4.31778929188,27.7797919373,6.2393115581,0.301405517959,1.09369602763,1.04772799717,0.973630656194,0.888509673357
AAP,1.21,1.21,0.828767123288,0.828767123288,32.94,1.2486732373,2.41,-235.0,1.12,0.854961832061,7.73,6.4,0.953800298063,3.31,3.31,6.79,6.26,0.961597542243,455.0,0.945945945946,0.96,0.989690721649,4.67,1.13292306043,0.969767881889,152.1517905,473.0,0.957489878543,4.84,17.64,0.981090100111,690.0,0.973201692525,826.0,0.969483568075,8.48,8.5,5.86,0.802739726027,21.14,100.0,9.737,0.989130434783,1.0,74.0,1.01369863014,100.0,1.0,69.75,100.0,1.0,0.931863727455,30.25,1.2027833002,1.43369175627,23.7737172656,4.61905860656,2.30578512397,1.07311827957,1.01674101367,0.776638637652,0.774756123817
AAPL,0.89,0.89,1.07228915663,1.07228915663,22.53,1.092628516,4.92,-11.488,14.32,1.32347504621,31.03,9.22,1.42945736434,2.43,2.43,10.85,11.82,1.52910737387,69.778,1.39835671343,1.31,1.03968253968,29.86,1.00380999591,1.14099937409,109.397967714,53.394,1.35140470767,22.85,7.74,0.869662921348,81.266,1.3609431782,71.23,1.35668437994,30.48,30.5,20.45,1.13548028873,46.25,100.0,233.715,1.27856341804,1.0,5.793,0.946104850563,100.0,1.0,58.91,100.0,1.0,1.13528618231,41.09,0.85408438994,1.69750466814,11.8652893399,4.85565768815,1.43368216111,0.880835172296,0.798204551289,1.04427017727,1.32924356853
AAWW,0.44,0.44,0.95652173913,0.95652173913,60.38,1.09166516001,14.93,-272.0,10.35,1.34241245136,-0.94,0.29,0.0682352941176,2.86,2.86,0.56,9.42,-0.884507042254,101.0,-0.372693726937,13.83,-5.44488188976,5.53,1.26911526524,0.864597404072,40.7445452727,7.0,0.0654205607477,0.4,80.09,1.03555727954,373.0,1.3663003663,124.0,0.704545454545,6.78,6.8,0.18,0.0659340659341,0.51,100.0,1.823,1.01334074486,1.0,25.0,1.0,100.0,1.0,65.08,100.0,1.0,0.994650771817,34.92,1.01012438531,1.53657037492,140.498431975,0.674802008491,1.8636884307,1.00537799631,12.6708240252,0.791998715123,0.984681477135
AB,0.67,0.67,0.991228070175,0.991228070175,15.26,1.0,3.58,-18.0,8.2,0.967768595041,7.88,1.89,1.01612903226,1.0,1.0,5.32,1.92,1.09090909091,193.0,1.06629834254,1.02,1.02,5.37,1.05525700475,1.00425349538,21.8452765455,188.0,1.03867403315,5.4,13.73,1.00252016129,193.0,1.06629834254,22.0,1.00697713303,9.09,9.1,11.7,1.02272727273,11.7,100.0,25.0,1.02803738318,1.0,101.0,1.0306122449,100.0,1.0,100.0,100.0,1.0,1.0,39.9,0.984635213248,1.0,11.5583473786,1.4315384368,2.50626566416,1.0,0.988312963705,1.00425349538,1.01560454729
ABAX,0.83,0.83,1.01219512195,1.01219512195,9.24,1.10394265233,3.0,-6.0,49.48,1.04542573421,16.31,1.2,1.90476190476,1.22,1.22,7.44,1.32,1.21100917431,30.0,1.0,1.11,0.52358490566,14.97,0.670420064633,1.65405543542,62.4558315,27.0,1.92857142857,13.49,10.15,0.810702875399,36.0,1.0,34.0,1.41666666667,16.93,16.9,11.25,1.66174298375,13.2,100.0,203.0,1.25308641975,1.0,23.0,1.0,100.0,1.0,18.16,100.0,1.0,1.70837253057,81.84,0.9157435381,5.50660792952,52.04652625,6.75928912338,0.221896383187,0.585352422909,0.868379103596,1.49831644962,1.86555783305
ABC,5.52,5.52,0.934010152284,0.934010152284,7.62,0.851396648045,0.17,-232.0,7.81,0.929761904762,0.2,-0.63,-0.543103448276,43.78,43.78,144.73,15.06,10.4583333333,3.689,3.07673060884,-26.7,-6.10983981693,2.71,0.843607047922,1.32895271437,99.6391393333,-138.0,-0.503649635036,-0.1,3.53,0.844497607656,3.92,2.67942583732,422.0,0.539641943734,0.31,0.3,-0.55,-0.401459854015,-10.41,100.0,135.962,1.13710075354,1.0,218.0,0.927659574468,100.0,1.0,97.72,100.0,1.0,1.07490925091,2.28,0.250825082508,1.02333196889,-158.157364021,13.0760025372,42.8596491228,0.930311092916,-2.44696055344,1.56090902803,4.28549346087
ABCB,0.05,0.05,0.833333333333,0.833333333333,15.59,1.17927382753,4.82,-13.0,6.89,1.6887254902,21.73,1.27,0.869863013699,10.86,10.86,2.39,0.35,2.05882352941,-38.0,3.45454545455,-0.93,3.20689655172,-14.48,1.3299117549,1.34654288958,33.7973417273,41.0,1.05128205128,15.64,2.18,0.904564315353,-25.0,4.16666666667,57.0,1.01785714286,21.73,21.7,0.85,0.85,9.28,100.0,261.0,1.22535211268,1.0,32.0,1.23076923077,100.0,1.0,90.79,100.0,1.0,0.998460354119,9.21,1.01543550165,1.10144289019,26.6120801002,2.16788593504,9.85776330076,1.00154202005,1.54799418802,1.14184073126,0.983282889456
ABCO,0.39,0.39,0.722222222222,0.722222222222,13.59,1.01806008565,7.38,-57.0,3.63,1.4756097561,-12.94,-2.84,-4.36923076923,4.41,4.41,4.2,0.2,0.931348063406,105.0,3.75,-0.88,-0.765217391304,13.7,0.643072759815,1.1206383563,50.8459091818,-119.0,-4.95833333333,-15.49,9.25,0.940040650407,162.0,2.1038961039,-54.0,-1.17391304348,-7.08,-7.1,-6.01,-2.32945736434,-26.5,100.0,768.0,1.47976878613,1.0,42.0,1.13513513514,100.0,1.0,77.32,100.0,1.0,1.14361780802,22.68,0.700216116085,1.29332643559,-17.9034891485,3.74142083751,3.40917107584,0.874418003101,-0.256484130843,1.10075856238,1.63323548509
ABG,2.93,2.93,1.01736111111,1.01736111111,12.68,0.690255851932,1.55,-102.0,0.12,0.923076923077,4.15,6.41,1.72776280323,7.33,7.33,8.7,-0.16,-0.0987654320988,53.0,10.6,0.32,8.0,0.81,0.879756598414,0.929478248558,70.5850001364,169.0,1.52252252252,2.57,33.51,0.990540939994,155.0,1.84523809524,302.0,1.12686567164,4.58,4.6,7.52,1.3747714808,44.56,100.0,6.588,1.12289074484,1.0,26.0,0.866666666667,100.0,1.0,86.36,100.0,1.0,1.08356336261,13.64,0.671921182266,1.15794349236,11.0117004893,5.56664038931,6.33137829912,0.922880963409,0.537966349791,1.34657061719,1.61263462324
ABIO,0.67,0.67,0.991228070175,0.991228070175,4.54,0.797891036907,3.58,-0.0,98.05,1.03015339357,7.88,-1.82,0.549848942598,1.04,1.04,5.32,-2.06,0.598837209302,-11.0,1.22222222222,0.92,0.948453608247,5.37,0.48405591916,0.841416973394,5.22863636364,-11.0,1.1,5.4,0.07,0.318181818182,-11.0,1.22222222222,-11.0,1.1,9.09,9.1,-41.09,0.704319506342,-43.34,100.0,25.0,1.02803738318,1.0,6.0,2.0,100.0,1.0,3.8,100.0,1.0,0.440835266821,96.2,1.05274677172,26.3157894737,-2.87287712288,1.15168201842,0.039501039501,2.26842105263,1.53026933073,1.05455122877,0.418747678609
ABK,0.06,0.06,0.666666666667,0.666666666667,124.393756,1.47009874111,2.19,-0.0,26.28,1.38315789474,373.03,30.921472,0.743443814516,1.7,1.7,0.22,-15.84276,0.36890891144,-1.1236,0.85555470951,-0.85,1.88888888889,-232.38,1.61803706115,0.934992622992,0.487965,1.1236,0.427777354755,273.54,23.58,0.75456,-1.1236,0.85555470951,2.2472,0.85555470951,373.03,373.0,16.18,0.753609687937,27.81,100.0,1.1236,0.85555470951,1.0,0.0,1.0,100.0,1.0,41.28,100.0,1.0,0.971980221333,58.72,1.02068486007,2.42248062016,0.015780781717,0.00392274512557,0.702997275204,1.02882751938,1.25765068555,0.636006682304,0.952282393281
ABL,0.05,0.05,1.25,1.25,0.0152626,0.234509059173,91.17,-0.0,1.34,0.250936329588,7.88,-0.0381565,2.05195426777,1.06,1.06,0.08,-0.0076313,0.273593902369,-0.76313,0.410390853554,0.15,0.15625,-359.31,0.96584532352,0.7963292384,84.5744027273,-5.34191,2.87273597488,5.4,17.27,0.18376250266,-0.76313,0.820781707107,-5.34191,2.87273597488,9.09,9.1,-118.24,3.80192926045,-132.21,100.0,0.0,1.02803738318,1.0,136.0,1.74358974359,100.0,1.0,6.0,100.0,1.0,0.417536534447,94.0,1.09774611702,16.6666666667,-2216.51364059,5541.28410148,0.063829787234,2.395,0.388083326665,3.39572910833,0.380358015367
ABM,2.26,2.26,0.969957081545,0.969957081545,17.58,1.02686915888,0.54,-27.0,2.58,1.54491017964,1.48,1.33,1.00757575758,2.13,2.13,62.23,2.35,1.95833333333,118.0,1.42168674699,1.56,1.41818181818,2.43,1.38432226331,1.11057327012,27.6985866364,76.0,1.01333333333,1.56,3.44,0.905263157895,145.0,1.19834710744,73.0,0.640350877193,1.5,1.5,3.51,1.0,7.72,100.0,4.898,1.05355990536,1.0,57.0,1.0,100.0,1.0,53.14,100.0,1.0,0.951988534575,46.86,1.06066093255,1.88182160331,20.8260049898,1.57557375634,1.13401621852,1.05043281897,1.10222309515,1.08151390128,0.897542754107
ABMC,1.6,1.6,0.993788819876,0.993788819876,0.04,0.8,0.33,-0.0,4.16,0.482039397451,-5.24,-0.02,1.0,3.95,3.95,6.67,0.86,0.931348063406,0.0,0.942102478173,-0.63,12.6,3.31,0.877334679455,1.07196969697,0.128636363636,-0.0,1.0,-5.27,23.97,0.994605809129,0.0,1.01095113902,-0.0,1.00697713303,-3.58,-3.6,-8.46,0.780442804428,-34.49,100.0,6.0,0.857142857143,1.0,26.0,1.13043478261,100.0,1.0,74.69,100.0,1.0,0.980055110878,25.31,1.06389239176,1.33886731825,-6.4318181818,3.2159090909,2.95100750691,1.02035078324,1.07196969697,1.33996212121,0.921197593355
ABMD,0.85,0.85,0.867346938776,0.867346938776,4.73,1.17661691542,2.25,-5.0,39.0,1.04613733906,12.49,2.65,14.7222222222,1.16,1.16,28.76,0.76,1.72727272727,38.0,1.80952380952,0.34,0.120567375887,16.54,1.38454378996,2.31332941623,63.4931818182,114.0,16.2857142857,49.36,2.7,0.805970149254,43.0,1.86956521739,29.0,3.625,12.45,12.4,41.81,10.6658163265,49.44,100.0,230.0,1.25,1.0,43.0,1.02380952381,100.0,1.0,13.83,100.0,1.0,0.766629711752,86.17,1.05136652025,7.23065798988,23.9596912522,13.4235056698,0.160496692584,1.30441070137,0.157131809405,1.96608546581,0.729174552343
ABR,0.06,0.06,0.6,0.6,9.35,1.06129398411,3.58,-18.0,10.33,3.85447761194,47.3,0.9,0.529411764706,3.84,3.84,1.55,0.82,1.67346938776,36.0,1.16129032258,0.68,2.06060606061,32.18,1.16432234675,1.11771843696,6.34131377273,53.0,0.569892473118,40.61,3.33,0.736725663717,36.0,1.16129032258,39.0,0.348214285714,34.43,34.4,2.47,0.540481400438,9.95,100.0,113.0,0.624309392265,1.0,51.0,1.02,100.0,1.0,69.08,100.0,1.0,0.965883668904,30.92,1.0856741573,1.447596989,7.04590419192,0.678215376763,2.23415265201,1.03532136653,2.11124593648,1.0531657144,0.889662577311
ABT,0.49,0.49,1.02083333333,1.02083333333,14.34,0.944664031621,5.44,-1.11,14.85,1.3737280296,15.6,2.92,1.95973154362,1.94,1.94,3.5,1.47,0.761658031088,1.856,0.714395688992,0.42,0.368421052632,9.1,0.875875301653,1.01962837776,43.6587941818,4.423,1.93651488616,21.68,13.89,0.965924895688,2.966,0.807074829932,2.867,1.1031165833,14.05,14.1,10.72,1.9778597786,20.7,100.0,20.405,1.00780362523,1.0,1.506,0.986247544204,100.0,1.0,48.58,100.0,1.0,1.01525600836,51.42,0.986001917546,2.05846027172,14.9516418431,3.04454631672,0.94476857254,0.984973240016,0.520289822899,1.07935556307,1.0296694056
ABTL,1.03,1.03,0.936363636364,0.936363636364,7.66,0.979539641944,2.04,-3.0,15.62,0.788490661282,6.06,0.37,1.15625,1.42,1.42,42.98,0.73,1.32727272727,9.0,1.28571428571,2.04,1.0303030303,7.12,0.632108685421,2.01563593795,22.2663637273,5.0,1.66666666667,3.49,2.8,1.53846153846,12.0,1.5,8.0,1.33333333333,5.82,5.8,3.6,1.01694915254,5.24,100.0,133.0,1.25471698113,1.0,13.0,1.18181818182,100.0,1.0,29.55,100.0,1.0,0.872195985832,70.45,1.06548699335,3.38409475465,60.1793614251,2.90683599573,0.419446415898,1.14653130288,1.74325270309,2.05773799409,0.818589050149
ACAD,0.67,0.67,0.991228070175,0.991228070175,2.23,0.675757575758,3.58,-2.0,96.95,0.978403471591,7.88,-1.63,1.71578947368,1.11,1.11,0.04,-1.07,1.72580645161,-124.0,1.85074626866,0.75,1.04166666667,5.37,0.777619329557,1.1141402676,35.0159092273,-164.0,1.78260869565,5.4,0.99,5.82352941176,-122.0,1.84848484848,-165.0,1.77419354839,9.09,9.1,-60.09,1.67195325543,-64.58,100.0,0.0,1.02803738318,1.0,101.0,1.0412371134,100.0,1.0,9.97,100.0,1.0,2.03054989817,90.03,0.94678725418,10.0300902708,-21.4821529002,15.7022014472,0.110740864156,0.492477432296,0.649345554738,1.64872775026,2.14467388445
ACAT,2.12,2.12,0.942222222222,0.942222222222,15.92,0.967781155015,3.18,-22.0,13.02,0.540024885939,0.89,0.38,0.131034482759,1.76,1.76,11.76,2.57,0.75366568915,38.0,1.9,7.62,15.24,5.37,0.465507537181,0.781403257259,36.7116409091,5.0,0.128205128205,0.7,19.84,1.21419828641,60.0,1.36363636364,7.0,0.116666666667,0.94,0.9,1.49,0.122633744856,2.69,100.0,699.0,0.957534246575,1.0,13.0,0.928571428571,100.0,1.0,43.07,100.0,1.0,0.937527209404,56.93,1.05308916019,2.32180171813,96.6095813397,2.30600759479,0.756543123134,1.06663570931,5.96334064749,0.807417310422,0.890263849297
ACC,0.67,0.67,0.991228070175,0.991228070175,11.4,1.01806008565,3.58,-18.0,8.2,0.967768595041,7.88,0.975,0.986486486486,2.42,2.42,5.32,0.86,0.931348063406,13.0,0.942102478173,0.89,0.831168831169,5.37,1.24197813946,1.02001809982,38.1141700455,16.0,1.0,5.4,13.73,1.00252016129,33.0,1.01095113902,22.0,1.00697713303,9.09,9.1,2.45,0.934959349593,8.47,100.0,25.0,1.02803738318,1.0,46.0,1.0,100.0,1.0,60.82,100.0,1.0,1.00709379574,39.9,0.984635213248,1.64419598816,39.0914564569,3.34334824961,1.52431077694,0.992956171739,1.0339909505,1.00192327958,1.0228090385
ACET,1.14,1.14,0.883720930233,0.883720930233,8.25,1.0631443299,0.4,-2.0,7.64,0.818863879957,9.85,1.14,1.11764705882,1.93,1.93,49.66,0.55,0.916666666667,6.0,0.260869565217,0.18,0.225,1.13,0.907154604464,1.43233019888,24.3762678182,33.0,1.13793103448,6.12,2.13,0.862348178138,8.0,0.32,56.0,1.27272727273,10.3,10.3,6.99,0.953615279673,13.73,100.0,547.0,1.07254901961,1.0,29.0,1.0,100.0,1.0,48.1,100.0,1.0,0.96027151128,51.9,1.03987176918,2.079002079,21.3826910686,2.95469912948,0.926782273603,1.04137214137,1.281558599,1.34725846585,0.923451852181
ACFC,0.04,0.04,1.33333333333,1.33333333333,5.16,1.13656387665,8.02,-2.0,2.75,0.867507886435,-6.4,0.5,5.55555555556,10.62,10.62,1.87,-0.69,2.46428571429,0.0,-0.0,0.05,-0.00381097560976,1.42,1.21453287197,1.41493268054,5.78,8.0,8.0,27.6,1.8,0.878048780488,3.0,-0.176470588235,-2.0,-2.0,-6.4,-6.4,0.99,5.5,10.08,100.0,28.0,1.16666666667,1.0,15.0,1.0,100.0,1.0,90.58,100.0,1.0,1.00913547237,9.42,0.919921875,1.10399646721,11.56,1.12015503876,9.61571125265,0.99094722897,0.254687882497,1.24492138947,1.09697953684
ACFN,0.71,0.71,1.47916666667,1.47916666667,0.08,0.109589041096,0.86,-0.0,0.71,0.0435049019608,-49.43,-0.4,0.336134453782,66.48,66.48,18.53,-0.14,0.186666666667,-1.0,0.0526315789474,0.11,0.159420289855,-6.01,1.34080936129,0.159066232356,0.133181818182,-11.0,0.407407407407,-55.62,4.02,1.09836065574,-1.0,0.0555555555556,-9.0,0.9,-47.69,-47.7,-39.35,0.583481613286,-211.01,100.0,19.0,0.95,1.0,27.0,1.17391304348,100.0,1.0,98.5,100.0,1.0,1.46511973821,1.5,0.0457735733903,1.0152284264,-0.332954545455,1.66477272728,65.6666666667,0.682538071067,0.473222041258,1.45147937025,32.0079825474
ACGL,0.17,0.17,0.894736842105,0.894736842105,47.61,1.05355167072,0.4,-16.0,4.92,0.843910806175,14.41,4.09,0.679401993355,3.94,3.94,5.32,8.07,1.0964673913,982.0,965.585054081,1.83,1.5,24.95,1.21231757562,1.21390891135,71.0186368636,538.0,0.645083932854,13.1,13.73,1.00252016129,998.0,962.391513983,567.0,0.671800947867,14.41,14.4,2.28,0.583120204604,8.83,100.0,3.937,0.986964151416,1.0,126.0,0.933333333333,100.0,1.0,73.23,100.0,1.0,1.01496881497,26.77,0.961220825853,1.36556056261,17.3639698933,1.49167479235,2.73552484124,0.985251945923,1.78673145387,1.15220633699,1.05591638016
ACHN,0.21,0.21,0.991228070175,0.991228070175,3.15,2.73913043478,1.06,-1.0,98.88,1.01415384615,-7.61,-0.04,0.0571428571429,1.03,1.03,38.21,0.03,-0.0545454545455,5.0,-0.0892857142857,-0.97,-1.18292682927,7.37,0.419953230511,0.738146149408,9.88545454545,-5.0,0.0724637681159,-7.61,0.37,0.336363636364,6.0,-0.107142857143,-15.0,0.217391304348,-22.85,-22.8,-1.62,0.0374739764053,-1.7,100.0,66.0,1.02803738318,1.0,126.0,1.28571428571,100.0,1.0,3.21,100.0,1.0,0.377203290247,96.79,1.0579298284,31.1526479751,-247.136363636,3.13823953824,0.0331645831181,2.65109034268,12.9175576146,0.269481927562,0.356548497
ACIW,0.54,0.54,0.931034482759,0.931034482759,5.03,1.11777777778,4.68,-49.0,5.14,1.05112474438,10.84,0.72,1.24137931034,3.04,3.04,17.29,1.32,1.85915492958,134.0,1.17543859649,1.57,0.92899408284,12.83,0.820989442871,1.14828082052,22.5877273182,85.0,1.25,8.17,3.05,0.935582822086,183.0,1.22818791946,128.0,0.927536231884,12.23,12.2,4.45,1.16187989556,13.83,100.0,1.046,1.02952755906,1.0,119.0,1.01709401709,100.0,1.0,67.12,100.0,1.0,0.978710994459,32.88,1.04646721833,1.48986889154,31.3718434975,4.49060185252,2.04136253041,1.02175208582,0.925003994311,1.02728900444,0.93525241624
ACLS,1.17,1.17,1.32954545455,1.32954545455,6.48,1.08907563025,0.61,-2.0,27.37,2.02590673575,5.04,0.48,-1.2,1.52,1.52,9.97,0.29,-0.420289855072,16.0,-0.941176470588,1.12,0.746666666667,5.45,1.33392773424,1.09405654934,10.3418181818,15.0,-1.36363636364,4.87,10.42,0.778774289985,18.0,-1.125,21.0,-1.90909090909,6.87,6.9,5.69,-1.163599182,8.19,100.0,301.0,1.48275862069,1.0,30.0,1.07142857143,100.0,1.0,34.0,100.0,1.0,1.30518234165,66.0,0.892494929006,2.94117647059,21.5454545454,1.59595959596,0.515151515152,0.766176470589,-0.911713791117,1.0045735291,1.46239748735
ACM,1.79,1.79,1.26056338028,1.26056338028,23.02,1.01320422535,0.39,-69.0,4.88,0.520255863539,-0.84,-1.04,-0.44635193133,4.11,4.11,36.67,4.33,1.51929824561,695.0,2.3322147651,-4.49,-3.45384615385,3.86,1.0810001892,0.737327973781,26.8900000952,-155.0,-0.673913043478,-0.86,4.99,1.0847826087,764.0,2.1163434903,129.0,0.365439093484,0.72,0.7,-1.54,-0.394871794872,-5.54,100.0,17.99,2.15268637071,1.0,150.0,1.51515151515,100.0,1.0,75.68,100.0,1.0,1.17716596671,24.32,0.681041725007,1.32135306554,-25.8557693223,1.16811468702,3.11184210526,0.849497885837,-1.65189824895,0.727719008008,1.72847848155
ACOR,0.45,0.45,0.9375,0.9375,13.37,1.07045636509,1.43,-7.0,31.65,1.11169652266,3.93,0.25,0.595238095238,1.85,1.85,11.42,0.46,0.256983240223,31.0,0.462686567164,2.84,0.747368421053,6.38,0.499296845121,1.02841991853,39.7559094091,11.0,0.611111111111,2.24,3.6,0.845070422535,38.0,0.506666666667,34.0,0.944444444444,6.9,6.9,1.01,0.483253588517,1.93,100.0,493.0,1.22942643392,1.0,44.0,1.02325581395,100.0,1.0,45.98,100.0,1.0,0.919416116777,54.02,1.08061612322,2.17485863419,159.023637636,2.97351603658,0.851166234728,1.08764680296,1.72774546313,0.960730350222,0.850825836318
ACTG,0.28,0.28,1.21739130435,1.21739130435,8.49,0.847305389222,15.6,-20.0,38.87,1.0800222284,-122.11,-3.25,2.37226277372,1.12,1.12,323.93,-0.92,1.87755102041,-29.0,0.74358974359,0.18,0.305084745763,-23.56,1.34475558218,0.300282717438,5.20363636364,-160.0,2.42424242424,-128.55,0.08,0.888888888889,-10.0,-2.5,-153.0,2.46774193548,-122.06,-122.1,-36.35,3.07529610829,-40.5,100.0,125.0,0.954198473282,1.0,50.0,1.02040816327,100.0,1.0,10.83,100.0,1.0,1.1006097561,89.17,0.989019520852,9.23361034164,-1.60111888112,0.612913588179,0.121453403611,0.908587257616,0.126580714736,0.354397270757,1.11282915341
ACU,1.37,1.37,0.938356164384,0.938356164384,13.05,1.09663865546,1.75,-2.0,2.98,1.03472222222,6.02,1.3,0.955882352941,1.89,1.89,15.32,0.16,0.280701754386,-1.0,-0.5,-0.18,-0.346153846154,-0.76,1.37324638461,0.950773951253,16.6363310909,5.0,1.0,4.37,9.09,1.04004576659,1.0,0.2,7.0,1.0,6.69,6.7,5.96,0.916923076923,11.61,100.0,110.0,1.02803738318,1.0,4.0,1.0,100.0,1.0,46.96,100.0,1.0,0.933969769292,53.04,1.06677393403,2.12947189097,12.7971777622,1.27481464298,0.885369532428,1.07069846678,0.994655825926,0.866989273558,0.875508614804
ACUR,0.52,0.52,17.3333333333,17.3333333333,0.74,0.948717948718,2.49,-0.0,78.54,1.05154639175,-58.1,-0.46,0.340740740741,2.14,2.14,8.72,-0.51,0.356643356643,-4.0,0.307692307692,0.78,0.78,-45.44,0.397741592991,0.909763033175,2.18136363636,-5.0,0.384615384615,-58.1,5.97,1.01015228426,-4.0,0.363636363636,-4.0,0.333333333333,-46.59,-46.6,-30.09,0.510519172039,-77.04,100.0,9.0,9.0,1.0,11.0,1.1,100.0,1.0,53.42,100.0,1.0,0.776340648162,46.58,1.49342738057,1.87195806814,-4.74209486165,2.94778869778,1.14684413912,1.28809434669,2.66995672779,0.958939413347,0.519838231348
ACXM,0.67,0.67,0.991228070175,0.991228070175,11.4,1.01806008565,3.58,-18.0,8.2,0.967768595041,7.88,0.975,0.986486486486,2.42,2.42,5.32,0.86,0.931348063406,13.0,0.942102478173,0.89,0.831168831169,5.37,1.0997759743,0.529401383919,19.2750000455,16.0,1.0,5.4,13.73,1.00252016129,33.0,1.01095113902,22.0,1.00697713303,9.09,9.1,2.45,0.934959349593,8.47,100.0,25.0,1.02803738318,1.0,46.0,1.0,100.0,1.0,60.82,100.0,1.0,1.00709379574,39.9,0.984635213248,1.64419598816,19.7692308159,1.69078947768,1.52431077694,0.992956171739,0.536653457672,0.520009959511,1.0228090385
